"","id","nome","rua","bairro","atividade","datum","utm_e","utm_n","ano","classif","reutiliza","etapa_gere","etapa_ge_1","fonte_cont","meios_impa","contaminan","med_emerge","med_instit","med_remedi","med_engenh","data_inser","usuario"
"193",67,"POSTO SÃO GENARO LTDA","AV. ALBERTO  SARMENTO 21","JARDIM CHAPADÃO - CAMPINAS","Posto de Combustível|","SAD69",286456.13,7466046.92,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|",NA,"armazenagem|infiltração|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|existência de fase livre|","monitoramento ambiental|","uso água subterrânea#proposta#|uso água subterrânea#comunicada#|",NA,NA,"2013/11/28 14:49:36.548","1008188"
"194",127,"POSTO KADAR COMÉRCIO DE COMBUSTIVEIS LTDA","AV. DOUTOR ANTONIO CARLOS COUTO DE BARROS 2111","JARDIM SOUSAS - CAMPINAS","Posto de Combustível|","WGS84",296590.28,7467352.18,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|",NA,"armazenagem|","subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|existência de fase livre|",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#|","extração multifásica|",NA,"2013/11/26 17:04:05.205","1008188"
"195",66,"SUPER AUTO POSTO RODEIO LTDA","RUA MAJOR SOLON 1020","CAMBUI - CAMPINAS","Posto de Combustível|","WGS84",288947.33,7467192.81,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|",NA,"armazenagem|","subsolo#dentro#|","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre|","monitoramento ambiental|fechamento/interdição de poços de abastecimento|","uso água subterrânea#proposta#|uso água subterrânea#comunicada#|","extração multifásica|",NA,"2013/11/28 15:21:46.188","1008188"
"196",68,"VIAÇÃO CAPRIOLI LTDA","AV. GOVERNADOR PEDRO DE TOLEDO 869","BONFIM - CAMPINAS","Comércio|","WGS84",286677.24,7465878.49,"2012","Contaminada sob investigação","N",NA,"investigação confirmatória|","armazenagem|desconhecida|","águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|",NA,NA,NA,NA,"2013/11/28 15:31:06.570","1008188"
"197",99,"AUTO POSTO LE LTDA","RUA PAULA BUENO 850","TAQUARAL - CAMPINAS","Posto de Combustível|","SAD69",289454.14,7467885.19,"2012","Contaminada sob investigação","N","investigação confirmatória|",NA,"armazenagem|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|PAHs|",NA,NA,NA,NA,"2013/11/26 14:32:11.515","1008188"
"198",59,"AUTO POSTO MARROHE LTDA","AVENIDA DOUTOR ALBERTO SARMENTO 624","BONFIM - CAMPINAS","Posto de Combustível|","WGS84",286759.46,7466626.23,"2012","Contaminada sob investigação","N","investigação confirmatória|",NA,"armazenagem|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|PAHs|",NA,NA,NA,NA,"2013/11/26 14:39:03.196","1008188"
"199",112,"COMERCIO DE COMBUSTIVEIS MORAES SALES LTDA","AV. DOUTOR MORAES SALES 1404","CENTRO - CAMPINAS","Posto de Combustível|","WGS84",289610.98,7465488.65,"2012","Reabilitada","N","investigação confirmatória|investigação detalhada e plano de intervenção|",NA,"armazenagem|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|PAHs|",NA,"uso água subterrânea#implantada#|uso água subterrânea#proposta#|",NA,NA,"2013/11/26 15:38:31.793","1008188"
"200",113,"COMPANHIA MECANICA AUXILIAR","RUA DOS AIMORÉS - LOTES 18, 18D, 18F S/N  QD 6868","JARDIM SANTA GENEBRA - CAMPINAS","Comércio|","WGS84",287344.36,7471311.63,"2012","Reabilitada","S",NA,"avaliação preliminar|investigação detalhada|avaliação de risco/gerenciamento de risco|monitoramento para encerramento|investigação confirmatória|","armazenagem|","águas subterrâneas#dentro#|","PAHs|",NA,"uso água subterrânea#proposta#|",NA,NA,"2013/11/26 15:44:05.367","1008188"
"201",69,"VIAÇÃO COMETA S/A","RUA DOS AIMORÉS 215","VILA COSTA E SILVA - CAMPINAS","Posto de Combustível|","WGS84",287408.52,7471226.71,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|",NA,"armazenagem|manutenção|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#|","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre|","monitoramento ambiental|","uso água subterrânea#proposta#|uso água subterrânea#comunicada#|",NA,NA,"2013/11/28 15:32:46.912","1008188"
"202",61,"AUTO POSTO PIÇARRÃO LTDA","AV. JORGE TIBIRIÇÃ 1500","JARDIM DAS OLIVEIRAS - CAMPINAS","Posto de Combustível|","SAD69",290153.65,7462423.74,"2012","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção|",NA,"armazenagem|","águas subterrâneas#dentro#|águas subterrâneas#fora#|","combustíveis líquidos|solventes aromáticos|","monitoramento ambiental|","uso água subterrânea#implantada#|uso água subterrânea#comunicada#|",NA,NA,"2013/11/26 14:48:08.445","1008188"
"203",74,"AUTO POSTO SANTO ANTONIO DE CAMPINAS LTDA","AV. ENGENHEIRO ANTONIO FRANCISCO DE PAULA SOUZA 1344","VILA GEORGINA - CAMPINAS","Posto de Combustível|","WGS84",290596.62,7462595.35,"2012","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|",NA,"armazenagem|infiltração|","águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|",NA,"uso água subterrânea#proposta#|","extração multifásica|",NA,"2013/11/26 15:05:49.039","1008188"
"204",116,"E. A. MARTINS & CIA LTDA ( ALFA PARTICIPAÇÕES E EMPREENDIMENTOS  LTDA )","AV. JOSÉ DE SOUZA CAMPOS 1771","CAMBUI - CAMPINAS","Posto de Combustível","WGS84",290070.62,7467149.61,"2012","Contaminada","S","investigação confirmatória",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,NA,NA,NA,"2013/11/26 15:53:49.491","1008188"
"205",78,"POSTO AVENIDA PARQUE LTDA","AV. DOUTOR JESUINO MARCONDES MACHADO 1125","JARDIM DO PLANALTO - CAMPINAS","Posto de Combustível|","WGS84",290442.58,7466459.48,"2012","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção|",NA,"armazenagem|","subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|","monitoramento ambiental|","uso água subterrânea#comunicada#|","bombeamento e tratamento|",NA,"2013/11/26 16:44:01.291","1008188"
"206",72,"AUTO POSTO CAMPO AMARAIS LTDA","RUA SYLVIA DA SILVA BRAGA 120","JARDIM SÃO MARCOS - CAMPINAS","Posto de Combustível|","WGS84",283449.02,7470951.35,"2012","Contaminada sob investigação","N","investigação confirmatória|monitoramento para encerramento|",NA,"armazenagem|","subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|","monitoramento ambiental|","uso água subterrânea#comunicada#|",NA,NA,"2013/11/25 16:52:46.818","1008188"
"207",73,"AUTO POSTO GLOBAL DE CAMPINAS LTDA","RUA MARQUES DE VALENÇA 20","JARDIM SANTA GENEBRA - CAMPINAS","Posto de Combustível|","SAD69",287711.28,7472230.01,"2012","Contaminada sob investigação","N","investigação confirmatória|remediação com monitoramento da eficiência e eficácia|",NA,"armazenagem|","águas subterrâneas#dentro#|","combustíveis líquidos|","monitoramento ambiental|","uso água subterrânea#comunicada#|",NA,NA,"2013/11/26 14:25:15.336","1008188"
"208",75,"DOM PEDRO PARKING POSTO LTDA","RODOVIA DOM PEDRO I KM 144,5 - PISTA SUL 1445","APARECIDINHA - CAMPINAS","Posto de Combustível|","WGS84",281107.51,7470819.84,"2012","Contaminada sob investigação","N","investigação confirmatória|",NA,"armazenagem|","águas subterrâneas#dentro#|","solventes aromáticos|",NA,NA,NA,NA,"2013/11/26 15:52:02.381","1008188"
"209",80,"UNICAMP - UNIVERSIDADE ESTADUAL DE CAMPINAS - CGU","RUA DA REITORIA S/N","BARÃO GERALDO - CAMPINAS","Resíduo|","SAD69",287954.16,7474494.98,"2012","Contaminada","N",NA,"investigação detalhada|investigação confirmatória|","armazenagem|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|PAHs|",NA,"uso de solo#proposta#|uso água subterrânea#proposta#|trabalhadores de obras#proposta#|","remoção de solo/resíduo|",NA,"2013/11/28 15:25:58.117","1008188"
"210",128,"NELSON ZUFFO","RUA DOUTOR ARMANDO SALES DE OLIVEIRA 731","TAQUARAL - CAMPINAS","Posto de Combustível|","Sirgas",289476.1,7468132.3,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|",NA,"armazenagem|","subsolo#dentro#|águas subterrâneas#dentro#|","solventes aromáticos|",NA,NA,NA,NA,"2014/01/09 15:33:23.533","1008188"
"211",77,"NOVA CAMPINAS COMERCIO DE COMBUSTIVEIS LTDA","AV. ENGENHEIRO CARLOS STEVENSON 292","NOVA CAMPINAS","Posto de Combustível","Sirgas",290124.2,7465802.6,"2012","Em processo de monitoramento para reabilitação","S","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos",NA,"uso água subterrânea#comunicada#|uso água subterrânea#implantada#",NA,NA,"2014/01/09 15:45:01.261","1008188"
"212",82,"BRINKS SEGURANÇA E TRANSPORTE DE VALORES LTDA","RUA ANTÔNIO NUNES SANTOS 40","JARDIM PACAEMBU - CAMPINAS","Posto de Combustível|","Sirgas",283787.4,7465702.1,"2012","Contaminada","S","investigação confirmatória|investigação detalhada e plano de intervenção|",NA,"armazenagem|","águas subterrâneas#dentro#|","combustíveis líquidos|",NA,NA,NA,NA,"2014/01/09 15:45:47.022","1008188"
"213",129,"AMPHENOL TFC DO BRASIL TDA","RODOVIA GOVERNADOR DR. ADHEMAR PEREIRA DE BARROS SP-340 KM 121,5","FAZENDA MONTE D'ESTE - CAMPINAS","Indústria|","SAD69",291827.08,7478427.96,"2012","Contaminada sob investigação","N",NA,"investigação confirmatória|","armazenagem|produção|manutenção|tratamento de efluentes|descarte disposição|infiltração|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","metais|fenóis|outros|","fechamento/interdição de poços de abastecimento|",NA,NA,NA,"2013/11/25 16:32:45.877","1008188"
"214",76,"ITOIL INDUSTRIA DE TRATAMENTO DE ÓLEOS ISOLANTS LTDA","RODOVIA CAMPINAS/ MOGI MIRIM 0 KM 126","BOCAIUVA - CAMPINAS","Resíduo|","SAD69",291988.36,7484041.14,"2012","Contaminada","N",NA,"investigação detalhada|avaliação de risco/gerenciamento de risco|monitoramento para encerramento|investigação confirmatória|","descarte disposição|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","metais|PAHs|PCBs|existência de fase livre|existência de POPs|",NA,NA,"remoção de solo/resíduo|recuperação fase livre|",NA,"2013/11/26 16:17:57.908","1008188"
"215",71,"CAMPEÃO 80 POSTO DE SERVIÇOS LTDA","RODOVIA DOS BANDEIRANTES KM 80,5","JARDIM NOVA AMERICA - CAMPINAS","Posto de Combustível|","WGS84",288107.7,7450525.91,"2012","Contaminada","N","investigação confirmatória|",NA,"armazenagem|","águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|existência de fase livre|","monitoramento ambiental|",NA,NA,NA,"2013/11/26 15:23:49.888","1008188"
"216",97,"ADERE AUTO-ADESIVOS LTDA","VIA ANHANGUERA KM 102","TRES MARIAS - CAMPINAS","Indústria|","SAD69",280994.8,7469731.78,"2012","Contaminada","N",NA,"avaliação preliminar|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|projeto de remediação|investigação confirmatória|remediação com monitoramento da eficiência e eficácia|","armazenagem|acidentes|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","solventes aromáticos|PAHs|","isolamento da área (proibição de acesso à area)|ventilação/exaustão de espaços confinados|monitoramento do índice de explosividade|monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)|","uso água subterrânea#proposta#|trabalhadores de obras#proposta#|","bombeamento e tratamento|biosparging|oxidação/redução química|remoção de solo/resíduo|biorremediação|",NA,"2013/11/25 16:23:44.336","1008188"
"217",84,"MERCEDES BENZ DO BRASIL LTDA","AV. MERCEDES BENZ 679","DISTRITO INDUSTRIAL - CAMPINAS","Indústria|","SAD69",281687.66,7455258.53,"2012","Contaminada","N",NA,"investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|investigação confirmatória|remediação com monitoramento da eficiência e eficácia|","descarte disposição|infiltração|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","combustíveis líquidos|metais|solventes halogenados|solventes aromáticos|","monitoramento do índice de explosividade|remoção de materiais (produtos, resíduos, etc.)|proibição de escavações|","edificações#implantada#|uso água subterrânea#proposta#|","bombeamento e tratamento|extração de vapores do solo (SVE)|air sparging|remoção de solo/resíduo|encapsulamento geotécnico|atenuação natural monitorada|",NA,"2013/11/26 16:32:00.644","1008188"
"218",90,"POSTO JARDIM DO TREVO LTDA","AV. BENEDICTO DE CAMPOS 193","JARDIM DO TREVO - CAMPINAS","Posto de Combustível|","WGS84",287678.95,7462786.11,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|",NA,"armazenagem|","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#|","combustíveis líquidos|solventes aromáticos|PAHs|","monitoramento do índice de explosividade|monitoramento ambiental|","uso água subterrânea#proposta#|uso água subterrânea#comunicada#|","extração de vapores do solo (SVE)|extração multifásica|",NA,"2013/11/26 16:58:16.556","1008188"
"219",87,"BASALTO PEDREIRA E PAVIMENTAÇÃO LTDA","RODOVIA CAMPINAS - MONTE MOR 2500","PARQUE  SANTA BÁRBARA - CAMPINAS","Posto de Combustível","SAD69",281435.74,7466446.9,"2012","Contaminada sob investigação","S",NA,"investigação confirmatória|investigação detalhada","armazenagem","solo superficial#dentro#|águas subterrâneas#dentro#","solventes aromáticos halogenados",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/26 15:14:43.193","1008188"
"220",92,"ROBERT BOSCH LTDA. - DIVISÃO BOSCH FREIOS","RUA JOÃO FELIPE XAVIER DA SILVA 384","SÃO BERNARDO - CAMPINAS","Indústria","WGS84",286827.28,7463022.53,"2012","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","armazenagem|produção|tratamento de efluentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","metais|solventes halogenados|metano/outros vapores/gases",NA,NA,NA,NA,"2013/11/28 15:05:13.350","1008188"
"221",91,"POSTO WASHINGTON LUIZ LTDA","AV. WASHIGTON LUIZ 1032","JARDIM LEONOR - CAMPINAS","Posto de Combustível|","WGS84",289100.81,7463250.69,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|",NA,"armazenagem|","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#|","solventes aromáticos|","ventilação/exaustão de espaços confinados|monitoramento do índice de explosividade|monitoramento ambiental|",NA,"extração multifásica|",NA,"2013/11/28 14:55:00.422","1008188"
"222",94,"2 IRMÃOS PRODUTOS DE PETRÓLEO LTDA","RUA DR. ELTON CÉZAR 919","AMARAIS - CAMPINAS","Posto de Combustível","SAD69",284388.86,7471367.95,"2012","Contaminada sob investigação","S","investigação confirmatória",NA,"armazenagem|manutenção","subsolo#dentro#","combustíveis líquidos",NA,NA,NA,NA,"2013/11/25 16:17:16.421","1008188"
"223",96,"AA POSTO DE SERVIÇOS LTDA","RUA ARMANDO STRAZZACAPPA 550","FAZENDA SANTA CANDIDA - CAMPINAS","Posto de Combustível","WGS84",289273.6,7472359.1,"2012","Contaminada","S","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|existência de fase livre",NA,NA,"extração multifásica",NA,"2013/11/25 16:20:32.749","1008188"
"224",88,"CARREFOUR COMÉRCIO E INDUSTRIA LTDA","RODOVIA DOM PEDRO I S/N KM 128","ANHUMAS - CAMPINAS","Posto de Combustível","SAD69",291909.25,7471590.36,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,"uso de solo#comunicada#|uso água subterrânea#comunicada#","atenuação natural monitorada",NA,"2013/11/26 15:25:38.017","1008188"
"225",93,"SERVCAR AUTO POSTO LTDA","RUA MOGI MIRIM 371","CAMPO ELISEOS - CAMPINAS","Posto de Combustível","SAD69",284892.1,7462010.31,"2012","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração de vapores do solo (SVE)|recuperação fase livre",NA,"2013/11/28 15:10:54.387","1008188"
"226",83,"ARMANI COMERCIAL LTDA","RUA BUARQUE DE MACEDO 76","VILA NOVA - CAMPINAS","Indústria","WGS84",288545.48,7467525.84,"2012","Contaminada","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","armazenagem|infiltração","subsolo#dentro#|águas subterrâneas#dentro#","solventes aromáticos halogenados|PCBs|outros|existência de fase livre|existência de POPs","remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2013/11/25 16:38:57.905","1008188"
"227",85,"AUTO POSTO MUG LTDA","AV. FRANCISCO DE ANGELIS 1171","VILA JOAQUIM INACIO - CAMPINAS","Posto de Combustível","WGS84",290560.08,7462699.7,"2012","Contaminada","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|produção","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|ar#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento ambiental",NA,"bombeamento e tratamento",NA,"2013/11/26 14:42:18.899","1008188"
"228",86,"AUTO POSTO SHOPPING IGUATEMI LTDA","AVENIDA IGUATEMI 777","VILA BRANDINA - CAMPINAS","Posto de Combustível","WGS84",292157.94,7466956.13,"2012","Em processo de monitoramento para reabilitação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem|infiltração","solo superficial#dentro#|subsolo#dentro#","combustíveis líquidos|solventes aromáticos","proibição de escavações","uso de solo#comunicada#|uso de solo#implantada#","extração multifásica",NA,"2013/11/26 15:03:56.349","1008188"
"229",101,"BODYCONTE BRASIMET PROCESSAMENTO TÉRMICO SA","RUA PEDRO GIANGRANCISCO 200","BOA VISTA - CAMPINAS","Indústria","WGS84",283134.12,7466966.16,"2012","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória","produção","águas subterrâneas#dentro#","outros inorgânicos|solventes aromáticos","monitoramento ambiental",NA,NA,NA,"2013/11/26 15:16:39.436","1008188"
"230",111,"COMERCIO DE COMBUSTIVEIS APOLLO CENTER LTDA","AV. DOUTOR MORAES SALES 440","CENTRO - CAMPINAS","Posto de Combustível","SAD69",288776.08,7465192.46,"2012","Contaminada sob investigação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos",NA,NA,NA,NA,"2013/11/26 15:36:40.967","1008188"
